movieId,actorId,characterName,creditOrder,pay,screenTime,actorIndex
15,118,Winston Zeddemore,6,,,2608
15,119,Janine Melnitz,7,,,2608
15,120,Dr. Janosz Poha,8,,,2608
15,121,The Judge,9,,,2608
16,122,Louis,1,,,2608
16,123,Eric,2,,,2608
16,124,Ariel,3,,,2608
16,125,Ursula,4,,,2608
16,126,Flotsam,5,,,2608
16,127,Scuttle,6,,,2608
16,128,Flounder,7,,,2608
16,129,Triton,8,,,2608
16,130,Carlotta,9,,,2608
17,131,Marty McFly,1,,,2608
17,132,Doctor Emmett Brown,2,,,2608
17,133,Lorraine,3,,,2608
17,134,Biff Tannen,4,,,2608
17,135,Jennifer,5,,,2608
17,136,Strickland,6,,,2608
17,137,George McFly,7,,,2608
17,138,3-D,8,,,2608
17,139,Match,9,,,2608
18,140,Indiana Jones,1,,,2608
18,141,Professor Henry Jones,2,,,2608
18,142,Marcus Brody,3,,,2608
18,143,Elsa,4,,,2608
18,144,Sallah,5,,,2608
18,145,Walter Donovan,6,,,2608
18,146,Young Indy,7,,,2608
18,147,Vogel,8,,,2608
18,148,Kazim,9,,,2608
20,149,M'Lynn Eatenton,1,,,2608
20,150,Truvy Jones,2,,,2608
20,151,Ouiser Boudreaux,3,,,2608
20,152,Annelle Dupuy Desoto,4,,,2608
20,3,Clairee Belcher,5,,,2608
20,153,Shelby Eatenton Latcherie,6,,,2608
20,154,Drum Eatenton,7,,,2608
20,155,Spud Jones,8,,,2608
20,156,Jackson Latcherie,9,,,2608
22,157,April O'Neil,1,,,2608
22,158,Casey Jones,2,,,2608
22,159,Raphael (voice),3,,,2608
22,160,Leonardo,4,,,2608
22,161,Leonardo,5,,,2608
22,162,Donatello,6,,,2608
22,163,Donatello,7,,,2608
22,164,Michaelangelo,8,,,2608
22,165,Michaelangelo,9,,,2608
23,166,Edward Lewis,1,,,2608
23,153,Vivian Ward,2,,,2608
23,167,James Morse,3,,,2608
23,168,Philip Stuckey,4,,,2608
23,169,Kit De Luca,5,,,2608
23,170,David Morse,6,,,2608
23,171,Elizabeth Stuckey,7,,,2608
23,172,Bridget,8,,,2608
23,173,Barney Thompson,9,,,2608
24,174,Kimble,1,,,2608
24,175,Joyce,2,,,2608
24,176,Phoebe,3,,,2608
24,177,Miss Schlowski,4,,,2608
24,178,Crisp,5,,,2608
24,179,Eleanor Crisp,6,,,2608
24,180,Dominic,7,,,2608
24,181,Dominic,8,,,2608
24,182,Sylvester's Mother,9,,,2608
25,39,Kevin,1,,,2608
25,73,Harry,2,,,2608
25,183,Marv,3,,,2608
25,184,Peter,4,,,2608
25,185,Marley,5,,,2608
25,186,Kate,6,,,2608
25,187,Linnie,7,,,2608
25,188,Buzz,8,,,2608
25,189,Uncle Frank,9,,,2608
26,71,Rick Jarmin,1,,,2608
26,190,Marianne Graves,2,,,2608
26,191,Eugene Sorenson,3,,,2608
26,192,Albert Diggs,4,,,2608
26,193,Joe Weyburn,5,,,2608
26,194,Rachel Varney,6,,,2608
26,195,Marvin,7,,,2608
26,196,Lou Baird,8,,,2608
26,197,Raun,9,,,2608
27,198,Paul Sheldon,1,,,2608
27,199,Annie Wilkes,2,,,2608
27,200,Buster,3,,,2608
27,201,Virginia,4,,,2608
27,202,Marcia Sindell,5,,,2608
27,203,Libby,6,,,2608
27,204,Pete,7,,,2608
27,205,Anchorman (as Tom Brunelle),8,,,2608
27,206,Anchorwoman,9,,,2608
28,207,Edward Scissorhands,1,,,2608
28,208,Kim,2,,,2608
28,64,Peg,3,,,2608
28,209,Jim,4,,,2608
28,210,Joyce,5,,,2608
28,104,Kevin,6,,,2608
28,211,Helen,7,,,2608
28,212,Marge,8,,,2608
28,213,Officer Allen,9,,,2608
29,214,Sam Wheat,1,,,2608
29,215,Molly Jensen,2,,,2608
29,216,Carl Bruner,3,,,2608
29,217,Elevator Man,4,,,2608
29,218,Elevator Man,5,,,2608
29,219,Susan,6,,,2608
29,220,Rose (as Martina Degnan),7,,,2608
29,221,Mover (as Richard Kleber),8,,,2608
29,222,Mover,9,,,2608
30,140,Rusty Sabich,1,,,2608
30,223,Raymond Horgan,2,,,2608
30,224,Sandy Stern,3,,,2608
30,225,Barbara Sabich,4,,,2608
30,226,Judge Larren Lyttle,5,,,2608
30,227,Carolyn Polhemus,6,,,2608
30,228,Detective Dan Lipranzer,7,,,2608
30,229,Tommy Molto,8,,,2608
30,230,Nico Della Guardia,9,,,2608
31,28,Lieutenant Dunbar,1,,,2608
31,231,Stands With A Fist,2,,,2608
31,232,Kicking Bird,3,,,2608
31,233,Wind In His Hair,4,,,2608
31,234,Ten Bears,5,,,2608
31,235,Black Shawl,6,,,2608
31,236,Timmons,7,,,2608
31,237,Lieutenant Elgin,8,,,2608
31,238,Major Fambrough,9,,,2608
32,239,Nelson Wright,1,,,2608
32,153,Dr. Rachel Mannus,2,,,2608
32,240,David Labraccio,3,,,2608
32,241,Joe Hurley,4,,,2608
32,242,Randy Steckle,5,,,2608
32,243,Winnie Hicks,6,,,2608
32,244,Billy Mahoney,7,,,2608
32,245,Rachel's Father,8,,,2608
32,246,Young Nelson,9,,,2608
33,141,Marko Ramius,1,,,2608
33,247,Jack Ryan,2,,,2608
33,248,Bart Mancuso,3,,,2608
33,249,Captain Borodin,4,,,2608
33,33,Admiral Greer,5,,,2608
33,74,Andrei Lysenko,6,,,2608
33,250,Jeffrey Pelt,7,,,2608
33,251,Ivan Putin,8,,,2608
33,252,Dr. Petrov,9,,,2608
34,253,Reggie Hammond,1,,,2608
34,254,Jack Cates,2,,,2608
34,255,Ben Kehoe,3,,,2608
34,256,Blake Wilson,4,,,2608
34,257,Frank Cruise,5,,,2608
34,258,Willie Hickok,6,,,2608
34,259,Richard 'Cherry' Ganz,7,,,2608
34,260,Kirkland Smith,8,,,2608
34,261,Tyrone Burroughs,9,,,2608
35,131,Marty McFly,1,5000000,,2608
35,132,Dr. Emmett Brown,2,,,2608
35,63,Clara Clayton,3,,,2608
35,134,Buford 'Mad Dog' Tannen,4,,,2608
35,133,Maggie McFly,5,,,2608
35,135,Jennifer Parker,6,,,2608
35,262,Chester the Bartender,7,,,2608
35,263,Barbwire Salesman,8,,,2608
35,264,"Jeb, Saloon Old-Timer #3",9,,,2608
36,265,Dick Tracy,1,,,2608
36,266,Kid,2,,,2608
36,267,McGillicuddy,3,,,2608
36,268,Stooge,4,,,2608
36,269,Shoulders,5,,,2608
36,270,The Rodent,6,,,2608
36,271,The Brow,7,,,2608
36,272,Little Face,8,,,2608
36,273,Flattop,9,,,2608
37,274,Don Michael Corleone,1,,,2608
37,275,Kay Adams Michelson,2,,,2608
37,276,Connie Corleone Rizzi,3,,,2608
37,277,Vincent Mancini,4,,,2608
37,278,Don Altobello,5,,,2608
37,279,Joey Zasa,6,,,2608
37,280,B.J. Harrison,7,,,2608
37,281,Grace Hamilton,8,,,2608
37,282,Mary Corleone,9,,,2608
38,19,Cole Trickle,1,,,2608
38,283,Dr. Claire Lewicki,2,,,2608
38,284,Harry Hogge,3,,,2608
38,97,Tim Daland,4,,,2608
38,285,Russ Wheeler,5,,,2608
38,286,Rowdy Burns,6,,,2608
38,287,Big John,7,,,2608
38,288,Buck Bretherton,8,,,2608
38,289,Waddell,9,,,2608
39,174,Quaid,1,,,2608
39,290,Melina,2,,,2608
39,291,Lori,3,,,2608
39,292,Cohaagen,4,,,2608
39,293,Richter,5,,,2608
39,294,George,6,,,2608
39,295,Benny,7,,,2608
39,296,Helm,8,,,2608
39,297,Dr. Edgemar,9,,,2608
40,6,John McClane,1,,,2608
40,225,Holly McClane,2,,,2608
40,298,Thornberg,3,,,2608
40,299,Al Powell,4,,,2608
40,300,Esperanza,5,,,2608
40,301,Stuart,6,,,2608
40,302,Grant,7,,,2608
40,303,Carmine Lorenzo,8,,,2608
40,304,Barnes,9,,,2608
41,199,Evelyn Couch,1,,,2608
41,305,Idgie Threadgoode,2,,,2608
41,306,Ruth Jamison,3,,,2608
41,11,Ninny Threadgoode,4,,,2608
41,307,Sipsey,5,,,2608
41,308,Buddy Threadgoode,6,,,2608
41,309,Big George,7,,,2608
41,310,Ed Couch,8,,,2608
41,311,Smokey Lonesome,9,,,2608
42,312,Clarice Starling,1,,,2608
42,313,FBI Instructor,2,,,2608
42,314,Ardelia Mapp,3,,,2608
42,315,Agent Burroughs,4,,,2608
42,248,Jack Crawford,5,,,2608
42,316,Dr. Frederick Chilton,6,,,2608
42,317,Barney,7,,,2608
42,318,Friendly Psychopath,8,,,2608
42,319,Brooding Psychopath,9,,,2608
43,153,Laura Burney,1,,,2608
43,320,Martin Burney,2,,,2608
43,321,Ben Woodward,3,,,2608
43,322,Chloe Williams,4,,,2608
43,323,Fleishman,5,,,2608
43,324,Dr. Rissner,6,,,2608
43,325,Locke,7,,,2608
43,326,Julie,8,,,2608
43,327,Garber,9,,,2608
44,62,George Banks,1,,,2608
44,275,Nina Banks,2,,,2608
44,328,Annie Banks,3,,,2608
44,329,Matty Banks,4,,,2608
44,330,Bryan MacKenzie,5,,,2608
44,331,Franck Eggelhoffer,6,,,2608
44,332,Howard Weinstein,7,,,2608
44,333,John MacKenzie,8,,,2608
44,334,Joanna MacKenzie,9,,,2608
47,335,Beast,1,,,2608
47,336,Lefou,2,,,2608
47,337,Maurice,3,,,2608
47,338,Mrs. Potts,4,,,2608
47,339,Belle,5,,,2608
47,340,Lumiere,6,,,2608
47,341,Chip,7,,,2608
47,342,Cogsworth,8,,,2608
47,343,Gaston,9,,,2608
48,344,Topper Harley,1,,,2608
48,285,Kent Gregory,2,,,2608
48,345,Ramada Thompson,3,,,2608
48,346,Admiral Benson,4,,,2608
48,347,Lt. Commander Block,5,,,2608
48,348,Jim 'Wash Out' Pfaffenbach,6,,,2608
48,349,Pete 'Dead Meat' Thompson,7,,,2608
48,350,Kowalski,8,,,2608
48,351,Wilson,9,,,2608
49,44,Mitch Robbins,1,,,2608
49,183,Phil Berquist,2,,,2608
49,47,Ed Furillo,3,,,2608
49,352,Barbara Robbins,4,,,2608
49,353,Bonnie Rayburn,5,,,2608
49,113,Curly,6,,,2608
49,354,Clay Stone,7,,,2608
49,355,Cookie,8,,,2608
49,356,Barry Shalowitz,9,,,2608
50,357,Kirk,1,,,2608
50,358,Spock,2,,,2608
50,359,McCoy,3,,,2608
50,360,Scotty,4,,,2608
50,361,Chekov,5,,,2608
50,362,Uhura,6,,,2608
50,363,Sulu,7,,,2608
50,364,Lt. Valeris,8,,,2608
50,365,Sarek,9,,,2608
51,366,Morticia Addams,1,,,2608
51,224,Gomez Addams,2,,,2608
51,132,Uncle Fester Addams,3,,,2608
51,367,Tully Alford,4,,,2608
51,368,Abigail Craven,5,,,2608
51,369,Granny,6,,,2608
51,370,Lurch,7,,,2608
51,371,Margaret Alford,8,,,2608
51,372,Judge Womack,9,,,2608
52,254,Tom Wingo,1,,,2608
52,373,Susan Lowenstein,2,,,2608
52,374,Sally Wingo,3,,,2608
52,375,Lila Wingo Newbury,4,,,2608
52,376,Herbert Woodruff,5,,,2608
52,377,Savannah Wingo,6,,,2608
52,378,Eddie Detreville,7,,,2608
52,379,Bernard Woodruff,8,,,2608
52,380,Henry Wingo,9,,,2608
53,115,Bob Wiley,1,,,2608
53,381,Dr. Leo Marvin,2,,,2608
53,382,Fay Marvin,3,,,2608
53,266,Siggy Marvin,4,,,2608
53,383,Anna Marvin,5,,,2608
53,384,Mr. Guttman,6,,,2608
53,385,Mrs. Guttman,7,,,2608
53,386,Phil,8,,,2608
53,387,Lily,9,,,2608
54,388,Max Cady,1,,,2608
54,254,Sam Bowden,2,,,2608
54,389,Leigh Bowden,3,,,2608
54,91,Danielle Bowden,4,,,2608
54,390,Claude Kersek,5,,,2608
54,391,Lieutenant Elgart,6,,,2608
54,392,Lee Heller,7,,,2608
54,393,Judge,8,,,2608
54,394,Lori Davis,9,,,2608
55,395,Rose Cheramie,1,,,2608
55,396,Epileptic,2,,,2608
55,397,Zapruder,3,,,2608
55,398,John F. Kennedy - Double,4,,,2608
55,399,Jackie Kennedy - Double,5,,,2608
55,400,Nellie Connally - Double,6,,,2608
55,401,Gov. Connally - Double,7,,,2608
55,28,Jim Garrison,8,,,2608
55,402,Lou Ivon,9,,,2608
56,28,Robin of Locksley,1,,,2608
56,10,Azeem,2,,,2608
56,403,Marian,3,,,2608
56,404,Will Scarlett,4,,,2608
56,405,Sheriff of Nottingham,5,,,2608
56,406,Mortianna,6,,,2608
56,407,Friar Tuck,7,,,2608
56,408,Lord Locksley,8,,,2608
56,409,Guy of Gisborne,9,,,2608
57,410,Captain Hook,1,,,2608
57,53,Peter Banning,2,,,2608
57,153,Tinkerbell,3,,,2608
57,411,Smee,4,,,2608
57,412,Granny Wendy,5,,,2608
57,413,Moira Banning,6,,,2608
57,266,Jack 'Jackie' Banning,7,,,2608
57,414,Maggie Banning,8,,,2608
57,415,"Liza, Wendy's Housekeeper",9,,,2608
58,416,Stephen McCaffrey,1,,,2608
58,241,Brian McCaffrey,2,,,2608
58,388,Donald Rimgale,3,,,2608
58,417,Ronald Bartel,4,,,2608
58,418,Jennifer Vaitkus,5,,,2608
58,248,John Adcox,6,,,2608
58,419,Helen McCaffrey,7,,,2608
58,420,Tim Krizminski,8,,,2608
58,421,Marty Swayzak,9,,,2608
59,174,The Terminator,1,,,2608
59,422,Sarah Connor,2,,,2608
59,423,John Connor,3,,,2608
59,424,T-1000,4,,,2608
59,425,Dr. Silberman,5,,,2608
59,426,Miles Dyson,6,,,2608
59,427,Tarissa Dyson,7,,,2608
59,428,Enrique Salceda,8,,,2608
59,429,Tim,9,,,2608
60,430,Jody,1,,,2608
60,431,Jude,2,,,2608
60,432,Fergus,3,,,2608
60,433,Maguire,4,,,2608
60,434,Tinker (as Breffini McKenna),5,,,2608
60,435,Eddie,6,,,2608
60,436,Tommy (as Birdie Sweeney),7,,,2608
60,437,Dil,8,,,2608
60,438,Jane (as Andree Bernard),9,,,2608
62,439,Bill Munny,1,,,2608
62,440,Little Bill Daggett,2,,,2608
62,10,Ned Logan,3,,,2608
62,441,English Bob,4,,,2608
62,442,The 'Schofield Kid',5,,,2608
62,443,W.W. Beauchamp,6,,,2608
62,444,Strawberry Alice,7,,,2608
62,445,Delilah Fitzgerald,8,,,2608
62,446,Quick Mike,9,,,2608
63,39,Kevin,1,,,2608
63,73,Harry,2,,,2608
63,183,Marv,3,,,2608
63,186,Kate,4,,,2608
63,184,Peter,5,,,2608
63,188,Buzz,6,,,2608
63,447,Megan,7,,,2608
63,448,Linnie,8,,,2608
63,449,Jeff,9,,,2608
64,450,Wayne Campbell,1,,,2608
64,451,Garth Algar,2,,,2608
64,452,Benjamin Oliver,3,,,2608
64,453,Cassandra,4,,,2608
64,454,Noah Vanderhoff,5,,,2608
64,455,Stacy,6,,,2608
64,456,Alan,7,,,2608
64,457,Neil,8,,,2608
64,458,Terry,9,,,2608
65,28,Frank Farmer,1,,,2608
65,459,Rachel Marron,2,,,2608
65,460,Sy Spector,3,,,2608
65,461,Devaney,4,,,2608
65,462,Herb Farmer,5,,,2608
65,463,Portman,6,,,2608
65,464,Nicki,7,,,2608
65,465,Tony,8,,,2608
65,466,Henry,9,,,2608
66,467,Aladdin,1,,,2608
66,53,Genie,2,,,2608
66,468,Princess Jasmine,3,,,2608
66,469,Jafar,4,,,2608
66,470,Abu,5,,,2608
66,471,Iago,6,,,2608
66,472,Sultan,7,,,2608
66,473,Gazeem,8,,,2608
66,474,Additional Voices (voice),9,,,2608
67,475,Sidney Deane,1,,,2608
67,476,Billy Hoyle,2,,,2608
67,477,Gloria Clemente,3,,,2608
67,478,Rhonda Deane,4,,,2608
67,479,Robert,5,,,2608
67,480,Junior,6,,,2608
67,481,George,7,,,2608
67,482,Walter,8,,,2608
67,483,Raymond,9,,,2608
68,484,Deloris,1,,,2608
68,412,Mother Superior,2,,,2608
68,485,Mary Patrick,3,,,2608
68,486,Mary Robert,4,,,2608
68,487,Mary Lazarus,5,,,2608
68,488,Vince LaRocca,6,,,2608
68,489,Eddie Souther,7,,,2608
68,490,Joey,8,,,2608
68,491,Willy,9,,,2608
69,274,Lt. Col. Frank Slade,1,,,2608
69,308,Charlie Simms,2,,,2608
69,492,Mr. Trask,3,,,2608
69,493,Donna,4,,,2608
69,494,"George Willis, Jr.",5,,,2608
69,495,W.R. Slade,6,,,2608
69,496,Randy,7,,,2608
69,497,Gretchen,8,,,2608
69,498,Gail,9,,,2608
70,71,Martin Riggs,1,,,2608
70,72,Roger Murtaugh,2,,,2608
70,73,Leo Getz,3,,,2608
70,499,Lorna Cole,4,,,2608
70,500,Jack Travis,5,,,2608
70,79,Captain Murphy,6,,,2608
70,77,Trish Murtaugh,7,,,2608
70,78,Rianne Murtaugh,8,,,2608
70,501,Nick Murtaugh,9,,,2608
71,502,Casey Ryback,1,,,2608
71,503,Tackman,2,,,2608
71,504,Granger,3,,,2608
71,505,Flicker,4,,,2608
71,506,Cue Ball,5,,,2608
71,507,Captain Adams,6,,,2608
71,508,Commander Krill,7,,,2608
71,509,Ensign Taylor,8,,,2608
71,510,Lt. Smart,9,,,2608
72,253,Marcus,1,,,2608
72,511,Jacqueline,2,,,2608
72,512,Angela,3,,,2608
72,513,Gerard,4,,,2608
72,514,Tyler,5,,,2608
72,515,Strangï¿½,6,,,2608
72,516,Nelson,7,,,2608
72,517,Lady Eloise,8,,,2608
72,518,Bony T,9,,,2608
73,519,Jimmy Dugan,1,,,2608
73,520,C Dottie Hinson,2,,,2608
73,521,P Kit Keller,3,,,2608
73,522,C F Mae Mordabito,4,,,2608
73,523,3B Doris Murphy,5,,,2608
73,524,2B Marla Hooch,6,,,2608
73,525,LF,7,,,2608
73,526,RF Evelyn Gardner,8,,,2608
73,527,LF Shirley Baker,9,,,2608
74,528,Hawkeye (Nathaniel Poe),1,,,2608
74,529,Cora Munro,2,,,2608
74,530,Chingachgook,3,,,2608
74,531,Uncas,4,,,2608
74,532,Alice Munro,5,,,2608
74,533,Maj. Duncan Heyward,6,,,2608
74,534,Magua,7,,,2608
74,535,Col. Edmund Munro,8,,,2608
74,536,Gen Montcalm,9,,,2608
75,537,Dracula,1,,,2608
75,208,Mina Murray,2,,,2608
75,538,Professor Abraham Van Helsing,3,,,2608
75,69,Jonathan Harker,4,,,2608
75,539,Dr. Jack Seward,5,,,2608
75,285,Lord Arthur Holmwood,6,,,2608
75,540,Quincey P. Morris,7,,,2608
75,541,Lucy Westenra,8,,,2608
75,542,R.M. Renfield,9,,,2608
76,19,Lt. Daniel Kaffee,1,,,2608
76,107,Col. Nathan R. Jessep,2,,,2608
76,215,Lt. Cdr. JoAnne Galloway,3,,,2608
76,240,Capt. Jack Ross,4,,,2608
76,239,2nd. Lt. Jonathan Kendrick,5,,,2608
76,543,Lt. Sam Weinberg,6,,,2608
76,544,Pfc. Louden Downey,7,,,2608
76,421,Lt. Col. Matthew Andrew Markinson,8,,,2608
76,545,Dr. Stone,9,,,2608
77,140,Jack Ryan,1,,,2608
77,546,Cathy Ryan,2,,,2608
77,320,Kevin O'Donnell,3,,,2608
77,547,Sean Miller,4,,,2608
77,548,Sally Ryan,5,,,2608
77,549,Lord Holmes,6,,,2608
77,550,Robby,7,,,2608
77,551,Annette,8,,,2608
77,552,Marty Cantor,9,,,2608
78,80,Detective Nick Curran,1,,,2608
78,291,Catherine Tramell,2,,,2608
78,553,Gus,3,,,2608
78,554,Dr. Beth Garner,4,,,2608
78,555,Lieutenant Walker,5,,,2608
78,556,Roxy,6,,,2608
78,557,Andrews,7,,,2608
78,558,Captain Talcott,8,,,2608
78,559,Hazel Dobkins,9,,,2608
79,106,Batman,1,,,2608
79,82,Penguin,2,,,2608
79,560,Catwoman,3,,,2608
79,561,Max Shreck,4,,,2608
79,112,Alfred,5,,,2608
79,562,Mayor,6,,,2608
79,563,Ice Princess,7,,,2608
79,564,Chip,8,,,2608
79,110,Commissioner Gordon,9,,,2608
80,565,Derice Bannock,1,,,2608
80,566,Sanka Coffie,2,,,2608
80,567,Junior Bevil,3,,,2608
80,568,Yul Brenner,4,,,2608
80,37,Irv,5,,,2608
80,21,Kurt Hemphill,6,,,2608
80,569,Josef Grool,7,,,2608
80,570,Roger,8,,,2608
80,571,Larry,9,,,2608
81,115,Phil,1,,,2608
81,572,Rita,2,,,2608
81,573,Larry,3,,,2608
81,193,Ned,4,,,2608
81,454,Buster,5,,,2608
81,326,Nancy,6,,,2608
81,574,Mrs. Lancaster,7,,,2608
81,575,Gus,8,,,2608
81,576,Ralph,9,,,2608
82,577,Jesse,1,,,2608
82,521,Rae Lindley,2,,,2608
82,578,Annie Greenwood,3,,,2608
82,579,Randolph Johnson,4,,,2608
82,580,Glen Greenwood,5,,,2608
82,293,Dial,6,,,2608
82,581,Wade,7,,,2608
82,582,Dwight Mercer,8,,,2608
82,583,Perry,9,,,2608
83,519,Sam Baldwin,1,,,2608
83,584,Jonah Baldwin,2,,,2608
83,585,Suzy,3,,,2608
83,586,Greg,4,,,2608
83,587,Rob,5,,,2608
83,588,Maggie Baldwin,6,,,2608
83,45,Annie Reed,7,,,2608
83,589,Walter,8,,,2608
83,590,Barbara Reed,9,,,2608
84,591,Oskar Schindler,1,,,2608
84,592,Itzhak Stern,2,,,2608
84,593,Amon Goeth,3,,,2608
84,413,Emilie Schindler,4,,,2608
84,594,Poldek Pfefferberg,5,,,2608
84,595,Helen Hirsch,6,,,2608
84,596,Wiktoria Klonowska,7,,,2608
84,597,Wilek Chilowicz,8,,,2608
84,598,Marcel Goldberg,9,,,2608
85,53,Daniel Hillard,1,,,2608
85,149,Miranda Hillard,2,,,2608
85,599,Stu,3,,,2608
85,600,Frank,4,,,2608
85,601,Gloria,5,,,2608
85,602,Lydia Hillard,6,,,2608
85,603,Chris Hillard,7,,,2608
85,604,Natalie Hillard,8,,,2608
85,605,Mr. Lundy,9,,,2608
86,416,Wyatt Earp,1,,,2608
86,606,Doc Holliday,2,,,2608
86,607,Virgil Earp,3,,,2608
86,608,Morgan Earp,4,,,2608
86,609,Curly Bill Brocius,5,,,2608
86,610,Johnny Ringo,6,,,2608
86,611,Henry Hooker,7,,,2608
86,612,Billy Breckinridge,8,,,2608
86,613,Behan,9,,,2608
87,519,Andrew 'Andy' Beckett,1,,,2608
87,614,Joe Miller,2,,,2608
87,615,Judge Tate,3,,,2608
87,616,Crutches' - Courthouse Elevator,4,,,2608
87,617,Dr. Gillman,5,,,2608
87,618,Clinic Storyteller,6,,,2608
87,619,Clinic Patient,7,,,2608
87,620,Tyrone - Clinic Worker,8,,,2608
87,621,Kenneth Killcoyne,9,,,2608
88,622,Dave Kovic,1,,,2608
88,116,Ellen Mitchell,2,,,2608
88,623,Bob Alexander,3,,,2608
88,347,Alan Reed,4,,,2608
88,624,Duane Stevenson,5,,,2608
88,592,Vice-President Nance,6,,,2608
88,625,Murray Blum,7,,,2608
88,626,Alice,8,,,2608
88,627,Randi,9,,,2608
89,628,John Gustafson,1,,,2608
89,629,Max Goldman,2,,,2608
89,630,Ariel Truax,3,,,2608
89,631,Grandpa Gustafson,4,,,2608
89,152,Melanie,5,,,2608
89,543,Jacob Goldman,6,,,2608
